what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1346263316823
java.vm.version,sysinfo,,,"20.7-b02",1346263316823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1346263370036
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1346263381075
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1346263385411
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1346263411055
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1346263411158
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1346263411347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1346263425523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1346263425550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1346263443572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1346263452734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1346263452746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1346263452746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1346263466378
